year;month;revenue
2023;1;22973286
2023;10;28053480
2024;3;7848761
2023;9;4283052
2023;8;36034932
2024;7;118685329
2023;5;19717161
2024;5;68553276
2023;1;56478296
2024;7;20302493
2023;5;45355938
2023;10;60563169
2024;3;104372401
2024;8;70429160
2023;3;50431269
2024;12;110121900
2023;9;70574196
2023;9;14940967
2024;8;99885025
2023;12;55657524
2024;4;8506222
2023;8;75180820
2023;2;119970690
2023;9;51998544
2023;11;17766930
2023;7;69113796
2023;2;44403513
2024;1;123894883
2024;1;78806736
2023;8;45387531
2023;9;91188980
2024;2;33530306
2024;3;122080068
2024;11;17413187
2023;1;24128940
2024;4;128373189
2023;9;49962129
2023;6;17227254
2024;2;90285570
2023;8;36208136
2023;7;11986748
2024;12;8691617
2023;10;30053972
2024;10;97719100
2024;11;56535304
2023;12;44261645
2024;2;36472852
2024;3;20631955
2024;12;8582044
2023;9;68817232
2023;6;126469077
2024;5;88418772
2024;4;6001952
2023;11;21603935
2023;12;15253772
2024;5;54490086
2024;6;31526551
2023;1;39434602
2023;5;30164950
2023;10;17066985
2023;2;99335735
2024;10;20782175
2024;11;45792822
2023;7;4544173
2023;3;34196588
2024;3;24262284
2024;1;52685961
2024;9;118533156
2024;9;109375248
2023;11;78378068
2024;11;68981856
2023;6;31724856
2023;11;116367195
2023;3;30788242
2023;9;35388956
2024;5;45063450
2023;1;117492618
2023;11;56933268
2023;1;46375092
2024;6;123724671
2023;7;34323992
2024;1;31747180
2023;5;40574536
2024;8;73977752
2023;7;108934368
2023;6;36585860
2024;7;52375857
2024;3;28170720
2024;5;110863812
2023;3;137481603
2023;10;18258956
2023;6;24408784
2024;1;17210106
2023;8;32940212
2024;4;30568478
2024;1;25404291
2023;10;23786648
2024;3;8291260
2023;8;12217186
2024;6;88239415
2023;11;119463336
2024;8;88650654
2023;10;45658509
2023;6;27947664
2024;1;30646930
2023;5;24515980
2023;6;53481507
2024;7;91544214
2023;5;127474858
2024;10;45434965
2024;2;15290908
2023;8;20183270
2024;4;29165192
2024;10;123356114
2023;9;34711254
2023;12;12817626
2023;5;14886517
2023;11;52300575
2024;4;33566952
2024;2;121300816
2024;4;19038744
2024;7;53556492
2023;10;28584275
2023;2;60338298
2023;1;33319224
2024;12;138703691
2024;5;91851630
2024;1;52197138
2024;8;75036465
2024;12;34167413
2023;11;12517467
2024;3;26074200
2024;3;17618314
2023;7;30337064
2023;6;61425164
2023;3;33795572
2024;9;28686882
2024;8;106689170
2023;12;46185312
2024;12;49782342
2024;12;142449475
2023;12;18609822
2023;4;23249427
2023;3;28858424
2023;8;11886540
2023;11;38722248
2023;4;39067539
2023;10;14894607
2024;8;8327784
2023;12;71042064
2024;7;18524292
2024;6;28196922
2024;11;49330578
2024;2;17601921
2024;7;44816625
2024;2;16967698
2023;4;73481336
2023;9;120357750
2024;7;68122948
2023;9;35893064
2024;4;16850794
2024;11;11749058
2024;9;9965718
2024;8;99315786
2023;4;106050917
2024;11;34204578
2023;6;102801685
2024;2;80243856
2023;2;31465068
2023;5;4137397
2023;11;100695940
2023;10;61894108
2023;7;28785393
2024;1;29071490
2023;11;25471962
2024;7;14614271
2023;8;101013220
2024;6;8828022
2024;9;40976684
2024;12;34065984
2023;2;25733097
2024;5;18288636
2023;12;83667345
2023;2;43573215
2024;7;4042011
2023;11;31568050
2024;5;12742222
2024;5;17853626
2024;2;4098857
2024;6;45760230
2023;11;20564595
2023;11;40177652
2024;12;54073398
2023;4;52223544
2023;4;29963507
2023;10;50136198
2024;6;5859325
2024;10;73125735
2024;5;73507290
2024;3;8794959
2023;10;79097124
2023;3;9029174
2023;9;53908734
2024;11;18472568
2023;8;18695967
2023;8;59529589
2024;12;97645085
2023;3;124938408
2023;8;19931623
2024;1;54274428
2024;1;22299195
2024;5;14640656
2024;10;17268017
2023;9;15080624
2024;1;91371330
2024;10;36641712
2023;11;39655610
2023;1;33402257
2023;7;59822910
2023;3;16230048
2024;6;54127200
2023;11;107188842
2023;12;65613317
2023;2;69764324
2023;10;51725301
2024;3;120464505
2023;10;128483180
2023;3;4561911
2024;11;35214800
2023;8;25858392
2024;8;7678183
2024;9;42841410
2023;8;33696300
2024;4;9390317
2024;3;101885020
2024;1;101059985
2023;3;31101510
2024;2;7721848
2023;2;30241920
2024;10;22155312
2024;8;101681870
2023;6;14644974
2024;12;101478740
2024;10;125317843
2023;1;19887345
2023;12;100834720
2023;4;53006784
2023;2;43189555
2023;2;36353496
2024;8;40876950
2023;5;56758536
2024;9;45704275
2023;5;24368847
2023;6;31279956
2024;8;30285416
2024;5;44398764
2023;11;14547869
2023;11;81498772
2023;11;101545871
2024;2;102296340
2023;6;35379282
2024;4;18405296
2024;8;17261942
2024;11;72806544
2024;11;39297232
2023;12;32450328
2023;12;14759191
2023;3;122239116
2023;4;86458370
2024;9;39419840
2023;8;6023369
2023;9;138806381
2023;3;24096048
2024;8;54705258
2024;5;32419284
2023;4;36301212
2023;8;18203037
2024;9;20377119
2023;6;7697141
2023;7;103872372
2024;8;39304580
2023;10;36480136
2024;9;19563102
2024;8;17523109
2023;12;29694302
2023;7;73071290
2023;10;25819878
2024;2;119999448
2024;5;12150609
2023;3;13251105
2023;10;44918855
2024;9;78663920
2024;8;92948310
2024;12;120549191
2023;10;83470545
2023;1;18167228
2023;3;121115043
2024;10;15247508
2023;9;121402715
2024;5;75959555
2023;2;9013491
2024;12;7696111
2023;9;42805300
2024;4;6148233
2023;7;34675922
2024;2;20116342
2023;5;87852732
2023;4;29111108
2023;8;106627518
2024;10;4062667
2023;3;81745176
2024;7;123850636
2023;5;67831380
2024;1;17326945
2023;9;85164665
2024;8;44949921
2024;10;9016322
2023;4;73015504
2024;6;9312056
2023;2;39488568
2024;10;86487370
2024;8;22961476
2024;3;65990722
2023;7;14883225
2024;4;61234677
2024;5;45452394
2023;7;33929175
2024;4;17677251
2023;4;16728392
2024;4;66524128
2023;12;48348702
2024;11;29426562
2023;1;28458836
2024;10;59689368
2023;6;89808978
2024;2;9208161
2023;11;106713068
2023;1;24255720
2023;7;12821904
2024;3;30339332
2024;8;35106612
2023;9;52789121
2023;2;18089703
2023;6;142936052
2024;1;12478674
2024;12;15867300
2024;5;14787069
2023;1;41881602
2024;8;9902484
2023;4;16644420
2024;4;9079979
2023;9;9999632
2024;8;108918564
2024;7;106779561
2024;1;39500634
2023;2;59575288
2024;5;142447228
2024;3;24665454
2023;1;90052910
2023;2;9140713
2023;2;50829357
2023;1;7998202
2023;11;18237839
2024;11;24388345
2023;8;103026234
2024;7;45371915
2024;3;70682456
2023;12;18873808
2023;1;26814093
2024;11;5678003
2023;4;54548826
2024;4;33443316
2023;9;17760530
2024;6;11059354
2023;10;24716592
2023;6;17245295
2024;3;17208841
2024;6;9997952
2023;8;15384953
2023;8;78430080
2024;5;20359610
2024;4;8146285
2023;11;36321972
2023;4;18242301
2023;1;56578389
2023;2;123961117
2024;10;14604140
2024;8;45636111
2023;11;105191610
2023;6;61260402
2024;6;61189506
2023;10;87097475
2024;2;30882706
2024;8;17831996
2023;1;17708512
2023;10;39028310
2023;2;34999608
2024;1;14474166
2024;10;18627292
2023;7;44653430
2023;10;17598182
2023;11;116439274
2023;4;24625524
2024;7;30942616
2024;10;29621130
2024;6;40023035
2024;8;106453760
2023;7;14413107
2024;9;46444465
2023;8;91488366
2024;11;41912030
2024;10;27085824
2024;8;139982962
2023;9;36547764
2024;5;7912134
2024;2;28042679
2023;8;4442819
2023;1;50846763
2024;11;16591120
2024;2;56473314
2024;5;23856584
2023;4;61195940
2024;1;100533890
2024;8;9218609
2023;12;17933581
2024;8;9106658
2023;9;39632355
2024;12;61000364
2023;7;58751564
2024;11;102209502
2023;3;139104042
2024;9;35929248
2023;5;53220546
2023;1;17498795
2024;10;75774150
2023;4;16591718
2024;9;21402850
2023;10;28365105
2023;4;120427848
2024;5;24669568
2024;8;68547208
2023;8;8593266
2023;6;39592370
2023;11;58941561
2024;10;78266960
2024;7;121176713
2023;2;33941565
2023;7;23983905
2023;6;118665900
2023;5;55218648
2023;9;55620102
2024;1;13224159
2024;7;119049510
2024;6;35493638
2023;8;43458030
2024;5;34819762
2023;5;47637876
2023;6;17732593
2024;2;64886850
2024;7;33343028
2023;12;101924940
2023;4;54861471
2023;5;16556231
2023;6;8984664
2024;10;66310517
2024;6;91370330
2024;1;138648426
2023;10;16868783
2023;11;29898414
2023;8;119992642
2023;5;66543948
2024;8;62462477
2024;6;36020740
2024;2;81515784
2023;1;53758743
2024;7;66142888
2024;3;17276992
2023;12;65923718
2024;4;20486567
2024;1;123155739
2024;8;53418365
2023;11;18870816
2024;11;44810025
2024;7;51708096
2023;5;39550119
2024;3;73249655
2024;6;59787171
2024;5;18017088
2023;9;122173950
2023;4;8218462
2024;10;17421755
2023;2;30827664
2024;4;54152415
2023;9;139587385
2023;9;122524794
2023;10;127013096
2023;10;14902470
2024;5;26451240
2024;4;108265662
2023;10;33495412
2023;4;5630663
2023;8;89880654
2024;2;117971124
2024;11;58235737
2024;8;25922972
2023;4;120111026
2024;3;33002148
2023;1;52768899
2024;2;13807401
2024;5;9405430
2024;5;35226444
2024;10;71367776
2024;6;38938172
2023;7;85173715
2024;7;35770826
2023;8;54991468
2023;4;45728370
2024;11;54244785
2023;12;101446986
2024;12;18314047
2023;4;33456584
2024;3;37424292
2023;12;31134768
2023;10;16550445
2024;2;35153466
2024;12;7825430
2023;6;103518708
2023;3;92898738
2024;12;73979085
2024;6;25801880
2024;5;6402091
2024;9;91766695
2024;3;16610212
2023;9;122119158
2024;1;33420288
2024;2;36850938
2023;2;32368996
2023;3;6452206
2024;11;4489694
2023;6;4554969
2024;4;54256740
2023;3;15567070
2024;12;60891308
2024;6;58340772
2023;5;33693570
2023;9;44794563
2023;4;49850157
2023;1;33828096
2024;4;42254996
2024;6;83441100
2023;6;22429828
2023;1;34658916
2023;6;68683524
2024;2;97981925
2023;11;46080756
2023;1;22487656
2023;4;47139924
2024;7;16611580
2023;8;44501268
2023;1;14955004
2024;1;13457133
2023;10;6482284
2024;9;17318606
2024;6;7565358
2024;4;61546776
2023;3;87586600
2024;9;19986985
2023;5;24100266
2024;9;101008630
2024;2;17923606
2024;7;26512206
2024;6;60627969
2024;11;8976243
2024;1;29458646
2024;12;30219400
2023;4;120554420
2023;12;125021295
2024;9;15367602
2024;10;53742573
2023;4;7910171
2023;7;101511802
2024;8;35077710
2024;9;53817672
2023;6;100377330
2024;8;17582872
2023;6;46040115
2024;9;61813736
2024;6;44653280
2023;10;30524225
2023;7;70052216
2023;1;25944894
2023;4;45935244
2024;8;82943330
2023;10;11902162
2023;1;44428071
2024;5;99117105
2023;12;17477157
2024;1;78460912
2024;12;46227213
2023;12;17166033
2024;7;44903640
2023;7;54173798
2024;1;121041318
2024;11;35457406
2024;7;34328918
2023;12;73229988
2023;11;61172209
2024;6;55018068
2023;12;70228012
2024;9;45761580
2024;1;80679800
2024;7;81930228
2023;7;27951549
2023;4;80283608
2024;12;63929740
2024;8;34760887
2024;5;89295840
2024;12;78331436
2024;10;61311196
2023;5;39611225
2024;5;59180720
2023;4;108546960
2023;8;73408280
2023;8;61533728
2023;3;44064996
2023;8;71607172
2023;2;76060365
2024;3;122599278
2024;9;33636526
2024;7;67115092
2023;3;52221990
2024;1;19699494
2023;10;67196800
2024;9;79641064
2024;4;35323658
2024;6;141397648
2023;12;46195710
2023;11;17057000
2023;7;104347536
2024;9;70663052
2024;9;36774064
2023;7;26787318
2023;10;61743864
2024;2;86772235
2023;5;6100921
2023;1;98003450
2024;8;29435996
2024;10;12681754
2023;1;5648463
2023;4;45413640
2023;5;36647428
2024;5;14861478
2023;1;102777906
2023;7;15225860
2024;10;98271695
2023;10;7945214
2024;5;18411632
2023;5;34494500
2024;1;74202605
2024;1;17618482
2024;8;11282944
2023;3;8981016
2024;1;8636991
2023;8;138799983
2023;10;78239204
2023;1;127302875
2023;7;107736186
2024;4;101949750
2024;2;40086150
2024;3;8785484
2023;3;99738348
2023;12;17026294
2024;9;78006892
2024;2;39199601
2024;3;100795452
2023;3;12477054
2023;5;58469100
2023;2;14934400
2023;12;14550729
2023;1;74384645
2023;6;57063559
2024;6;18227393
2024;6;40600615
2023;2;16503172
2024;1;25100004
2024;2;73879852
2023;3;109383810
2024;2;45056200
2024;7;51000030
2024;5;82670885
2024;1;31104344
2024;11;17727261
2024;10;50197656
2023;3;79605548
2024;8;27762642
2024;11;52738329
2024;6;14943672
2024;1;27914268
2023;1;29124500
2024;12;12951984
2023;1;87366875
2023;4;107377452
2023;4;54451701
2023;7;53422941
2024;5;21835415
2023;12;87290484
2024;2;54904850
2023;10;31106865
2023;9;87684700
2024;9;49947510
2024;10;34480812
2023;11;24952350
2023;10;12044628
2024;1;26255304
2024;10;86315155
2023;3;50195049
2024;12;54694692
2024;5;138555116
2024;4;99235335
2023;7;81735892
2024;9;83038370
2023;10;79812808
2024;12;9019282
2024;12;37125816
2023;9;54809586
2024;2;30813200
2023;12;34088670
2024;3;102224030
2024;3;14771297
2023;10;24284140
2024;6;17602764
2024;5;67421676
2024;9;20341413
2023;9;17600552
2023;1;25793439
2023;1;37546860
2024;12;64059072
2024;7;17646283
2024;9;24766356
2024;11;106370658
2024;10;76999190
2024;2;32110428
2023;2;11794678
2024;1;37726045
2023;6;100593486
2024;9;18143888
2023;10;31628625
2023;5;91155410
2023;1;8068515
2023;9;39976446
2023;12;28393188
2023;4;40155186
2024;11;39368608
2024;5;107463894
2023;9;20182435
2023;6;19110837
2024;2;110359998
2024;12;62607888
2023;3;73601540
2024;4;75011045
2024;12;63548233
2024;5;23666772
2023;3;8319317
2024;6;18851319
2024;12;53213106
2023;6;50161146
2023;5;129260649
2023;9;47287950
2024;10;18943998
2024;12;30258995
2024;12;35745214
2023;12;17386002
2023;8;117811668
2024;10;5732600
2023;12;99350400
2023;10;83408230
2023;12;27596810
2023;4;14825044
2023;3;33959688
2024;6;73102784
2023;2;33714248
2024;3;53500491
2024;5;104125014
2023;3;78910660
2024;5;120549414
2023;5;8499923
2023;6;35542670
2023;5;25336128
2024;8;61933560
2023;6;27526345
2023;3;18988386
2023;10;39062398
2024;7;39345018
2023;2;39961424
2024;10;17032252
2024;8;72418056
2024;4;45018905
2023;7;72501340
2023;11;92504730
2023;8;143294578
2023;1;108348360
2024;12;87050214
2023;6;8483070
2023;1;28492165
2023;3;35672320
2023;5;53625528
2024;5;39763645
2024;4;88404020
2024;9;101933945
2024;1;36046604
2023;12;42009725
2023;12;20295635
2023;7;14619653
2024;5;14830587
2024;1;44909112
2023;6;28320890
2023;8;89425446
2024;3;4149751
2024;1;9873738
2023;7;8011930
2023;11;32827662
2023;6;18103727
2023;11;8339337
2023;5;100377240
2024;4;73124768
2023;11;42642675
2023;7;8749490
2024;8;76937190
2023;11;28845173
2023;3;54942537
2023;1;60982914
2024;8;24748467
2023;6;24219924
2023;7;4529835
2024;3;88881685
2023;10;31014400
2023;6;18283810
2023;1;29538720
2023;2;8689960
2024;5;6045635
2024;6;24834219
2024;12;8274216
2023;2;60679080
2024;6;12725906
2023;6;101074730
2023;7;28477022
2023;5;90767622
2023;8;18150147
2023;8;60175953
2024;3;5952559
2024;3;18564008
2023;11;16812844
2023;11;116384989
2024;1;40927236
2024;6;59008836
2023;5;4758050
2023;8;28176270
2023;11;65314242
2023;1;98945675
2023;5;31147695
2024;12;19548507
2024;1;37771326
2023;2;54199431
2024;2;9721230
2024;9;30628680
2023;6;89906472
2024;5;60005620
2024;3;61052268
2023;7;83305720
2023;11;87977814
2024;4;18256444
2023;1;52442097
2024;3;28745738
2023;11;25757829
2023;12;89949594
2024;3;11418256
2023;1;46683006
2023;2;20261332
2024;11;24648468
2023;8;7923892
2023;2;66973300
2023;11;105403950
2024;11;9276209
2023;3;4669153
2023;11;9933634
2024;10;120150660
2024;9;8004329
2023;2;18534348
2023;1;4596326
2023;5;36410308
2024;3;4116250
2024;7;6029324
2023;6;26705796
2023;11;8592221
2024;10;37310396
2024;4;104275560
2023;2;90577092
2023;1;51221832
2023;3;60459861
2023;12;119962524
2024;11;81322228
2024;2;28461216
2024;2;17900079
2023;3;104299930
2024;9;35405144
2023;11;82843775
2023;7;15148645
2023;12;40171845
2024;7;45711120
2024;10;17887676
2023;7;25055085
2023;7;102507762
2024;10;16814967
2023;7;61372820
2023;6;102959526
2023;8;40933144
2023;1;123997972
2023;8;36126720
2023;9;17136061
2024;12;37974700
2024;12;65412935
2023;2;16007880
2024;8;44041773
2024;11;36151174
2024;5;29815513
2024;8;98007360
2024;6;11671902
2023;10;4708404
2024;7;25578969
2024;11;75351400
2024;1;97892940
2024;12;25300131
2023;8;9325778
2024;12;90495072
2024;11;14849484
2023;11;58467084
2023;8;15379956
2023;11;22217595
2024;2;43357855
2024;3;27353625
2023;1;19335849
2023;12;116742542
2023;9;55354368
2023;12;72864852
2023;4;99081348
2023;7;40633761
2023;3;138734190
2023;7;18068191
2024;9;5655299
2023;1;24650148
2024;7;122422958
2024;2;49391670
2023;2;36697128
2023;3;64528793
2023;3;33280680
2023;6;9269730
2024;10;59117896
2023;12;36898172
2023;7;16877810
2023;10;120661122
2023;2;24899079
2024;11;84906845
2024;9;28727734
2024;7;60316820
2024;7;141080261
2023;4;34443294
2023;12;89550625
2023;6;12252514
2023;5;30202356
2024;8;68726284
2024;12;34324370
2023;5;53958930
2023;11;13319490
2024;3;15165847
2024;5;9101032
2024;10;51885369
2024;10;102551172
2023;7;55950894
2023;4;125106842
2023;4;90488415
2024;10;43460210
2023;1;18168586
2024;5;142170959
2024;2;102050872
2024;5;24265122
2023;5;89521674
2023;4;85354860
2024;3;6155774
2023;1;15000188
2023;9;12917598
2024;5;76147030
2024;5;26925966
2023;5;13056816
2023;9;32333924
2023;8;12526548
2024;4;35148054
2024;3;8008342
2024;1;35555224
2024;6;34176176
2024;5;29944475
2023;4;59880168
2024;11;118134093
2023;7;24130608
2023;11;53882118
2023;10;41641325
2024;12;73425800
2024;2;40247018
2024;4;36294868
2024;4;63431466
2024;8;12072644
2024;1;30296448
2023;6;32561988
2023;11;39594065
2023;9;18066304
2024;6;30908460
2023;6;91138494
2024;3;34463196
2023;2;28067291
2024;6;28629643
2023;7;49926513
2024;10;30314480
2023;11;22541937
2024;4;29457900
2023;12;45019895
2023;6;12638848
2023;10;120673086
2023;5;28306516
2024;6;89275248
2024;5;23785539
2024;7;23836728
2023;2;58627064
2024;7;45740045
2024;11;34835700
2024;5;138320154
2023;11;11817846
2023;1;59184138
2024;7;122779524
2024;8;17959748
2024;11;22992576
2024;10;45596238
2023;3;24944496
2023;6;18367434
2023;8;142796906
2024;4;42079030
2024;12;45683385
2023;5;46081580
2023;1;59388648
2023;7;30798616
2024;4;17440494
